row_id;order_id;order_date;ship_date;customer_id;segment;country;city;state;region;product_id;category;sub_category;sales;quantity;profit
4400;CA-2018-131737;17.03.2018;17.03.2018;GZ-14470;Consumer;United States;Columbia;Maryland;East;OFF-EN-10003055;Office Supplies;Envelopes;200;5;90
4401;CA-2018-131737;17.03.2018;17.03.2018;GZ-14470;Consumer;United States;Columbia;Maryland;East;OFF-AP-10002945;Office Supplies;Appliances;902;3;298
4402;CA-2018-131737;17.03.2018;17.03.2018;GZ-14470;Consumer;United States;Columbia;Maryland;East;FUR-FU-10004306;Furniture;Furnishings;972;5;253
4403;CA-2018-114538;26.12.2018;27.12.2018;RC-19825;Consumer;United States;Colorado Springs;Colorado;West;OFF-AR-10002445;Office Supplies;Art;11;2;3
4404;CA-2016-127936;02.09.2016;04.09.2016;CL-12565;Consumer;United States;New York City;New York;East;OFF-AR-10002445;Office Supplies;Art;21;3;8
4405;CA-2017-164336;05.07.2017;10.07.2017;MW-18220;Consumer;United States;Philadelphia;Pennsylvania;East;TEC-AC-10002345;Technology;Accessories;35;3;2
4406;CA-2017-164336;05.07.2017;10.07.2017;MW-18220;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-ST-10001558;Office Supplies;Storage;39;3;-2
4407;CA-2018-100041;20.11.2018;25.11.2018;BF-10975;Corporate;United States;Columbus;Indiana;Central;OFF-PA-10001622;Office Supplies;Paper;9;2;4
4408;CA-2018-100041;20.11.2018;25.11.2018;BF-10975;Corporate;United States;Columbus;Indiana;Central;OFF-PA-10000418;Office Supplies;Paper;315;3;151
4409;CA-2018-100041;20.11.2018;25.11.2018;BF-10975;Corporate;United States;Columbus;Indiana;Central;OFF-BI-10000343;Office Supplies;Binders;5;1;2
4410;US-2016-154879;06.05.2016;11.05.2016;SN-20710;Home Office;United States;Los Angeles;California;West;OFF-LA-10004425;Office Supplies;Labels;6;2;3
4411;US-2016-154879;06.05.2016;11.05.2016;SN-20710;Home Office;United States;Los Angeles;California;West;OFF-AR-10001897;Office Supplies;Art;108;6;30
4412;CA-2016-130624;21.06.2016;24.06.2016;TB-21280;Consumer;United States;New York City;New York;East;OFF-PA-10003883;Office Supplies;Paper;20;3;9
4413;CA-2016-130624;21.06.2016;24.06.2016;TB-21280;Consumer;United States;New York City;New York;East;TEC-PH-10003963;Technology;Phones;618;3;161
4414;CA-2016-130624;21.06.2016;24.06.2016;TB-21280;Consumer;United States;New York City;New York;East;OFF-AP-10001303;Office Supplies;Appliances;60;3;27
4415;CA-2019-132339;19.08.2019;23.08.2019;JB-15400;Corporate;United States;Lawrence;Massachusetts;East;OFF-BI-10003925;Office Supplies;Binders;388;1;182
4416;CA-2016-153983;29.11.2016;06.12.2016;AH-10210;Consumer;United States;San Francisco;California;West;TEC-PH-10004586;Technology;Phones;576;2;72
4417;CA-2016-153983;29.11.2016;06.12.2016;AH-10210;Consumer;United States;San Francisco;California;West;OFF-FA-10003495;Office Supplies;Fasteners;30;5;15
4418;CA-2019-112900;09.04.2019;12.04.2019;KL-16645;Consumer;United States;Detroit;Michigan;Central;OFF-BI-10002867;Office Supplies;Binders;478;8;220
4419;CA-2016-160157;20.12.2016;27.12.2016;MH-17455;Consumer;United States;Hamilton;Ohio;East;FUR-FU-10003773;Furniture;Furnishings;191;3;-21
4420;CA-2016-139633;17.12.2016;24.12.2016;EC-14050;Consumer;United States;Columbus;Ohio;East;OFF-BI-10002954;Office Supplies;Binders;5;4;-4
4421;CA-2017-163090;17.11.2017;21.11.2017;GH-14665;Consumer;United States;Chicago;Illinois;Central;OFF-SU-10002537;Office Supplies;Supplies;41;5;3
4422;CA-2016-117016;04.03.2016;09.03.2016;SC-20095;Consumer;United States;Margate;Florida;South;OFF-AR-10001374;Office Supplies;Art;16;3;2
4423;CA-2019-159464;18.05.2019;19.05.2019;TB-21355;Corporate;United States;Sandy Springs;Georgia;South;OFF-AP-10001492;Office Supplies;Appliances;17;2;4
4424;CA-2019-159464;18.05.2019;19.05.2019;TB-21355;Corporate;United States;Sandy Springs;Georgia;South;FUR-BO-10003546;Furniture;Bookcases;303;3;76
4425;CA-2019-159464;18.05.2019;19.05.2019;TB-21355;Corporate;United States;Sandy Springs;Georgia;South;TEC-PH-10002185;Technology;Phones;35;5;16
4426;CA-2019-159464;18.05.2019;19.05.2019;TB-21355;Corporate;United States;Sandy Springs;Georgia;South;OFF-BI-10000315;Office Supplies;Binders;114;6;55
4427;CA-2019-159464;18.05.2019;19.05.2019;TB-21355;Corporate;United States;Sandy Springs;Georgia;South;TEC-PH-10002350;Technology;Phones;56;2;16
4428;US-2019-103226;22.09.2019;28.09.2019;DW-13195;Corporate;United States;Albuquerque;New Mexico;West;OFF-PA-10002666;Office Supplies;Paper;27;3;12
4429;CA-2019-119452;21.03.2019;27.03.2019;CL-12565;Consumer;United States;Tulsa;Oklahoma;Central;FUR-CH-10004495;Furniture;Chairs;1806;6;524
4430;CA-2019-147725;14.09.2019;14.09.2019;LT-17110;Consumer;United States;Orange;New Jersey;East;OFF-AR-10001725;Office Supplies;Art;71;3;18
4431;CA-2018-168893;03.11.2018;08.11.2018;AP-10915;Consumer;United States;Henderson;Kentucky;South;OFF-FA-10002280;Office Supplies;Fasteners;20;4;10
4432;CA-2018-168893;03.11.2018;08.11.2018;AP-10915;Consumer;United States;Henderson;Kentucky;South;OFF-AR-10001770;Office Supplies;Art;8;3;2
4433;CA-2018-168893;03.11.2018;08.11.2018;AP-10915;Consumer;United States;Henderson;Kentucky;South;FUR-FU-10002885;Furniture;Furnishings;24;5;9
4434;CA-2018-168893;03.11.2018;08.11.2018;AP-10915;Consumer;United States;Henderson;Kentucky;South;OFF-AR-10003772;Office Supplies;Art;9;1;3
4435;CA-2018-168893;03.11.2018;08.11.2018;AP-10915;Consumer;United States;Henderson;Kentucky;South;FUR-TA-10003392;Furniture;Tables;843;3;160
4436;CA-2018-163398;03.05.2018;08.05.2018;CB-12415;Consumer;United States;Chicago;Illinois;Central;OFF-BI-10000014;Office Supplies;Binders;2;1;-4
4437;CA-2018-163398;03.05.2018;08.05.2018;CB-12415;Consumer;United States;Chicago;Illinois;Central;OFF-AR-10003217;Office Supplies;Art;27;7;3
4438;CA-2018-163398;03.05.2018;08.05.2018;CB-12415;Consumer;United States;Chicago;Illinois;Central;OFF-AP-10002403;Office Supplies;Appliances;26;3;-71
4439;CA-2018-162726;27.12.2018;02.01.2019;MT-17815;Consumer;United States;Port Arthur;Texas;Central;OFF-PA-10001972;Office Supplies;Paper;10;2;4
4440;CA-2018-162726;27.12.2018;02.01.2019;MT-17815;Consumer;United States;Port Arthur;Texas;Central;OFF-PA-10004041;Office Supplies;Paper;24;4;7
4441;US-2018-111290;22.07.2018;26.07.2018;DK-13375;Consumer;United States;Westland;Michigan;Central;TEC-AC-10004975;Technology;Accessories;110;1;36
4442;US-2018-111290;22.07.2018;26.07.2018;DK-13375;Consumer;United States;Westland;Michigan;Central;OFF-ST-10001932;Office Supplies;Storage;966;5;135
4443;US-2018-111290;22.07.2018;26.07.2018;DK-13375;Consumer;United States;Westland;Michigan;Central;OFF-AR-10001761;Office Supplies;Art;29;5;11
4444;US-2018-111290;22.07.2018;26.07.2018;DK-13375;Consumer;United States;Westland;Michigan;Central;OFF-PA-10002262;Office Supplies;Paper;32;5;16
4445;US-2016-147704;16.11.2016;21.11.2016;SR-20740;Home Office;United States;Bloomington;Indiana;Central;OFF-EN-10004483;Office Supplies;Envelopes;78;5;37
4446;US-2016-147704;16.11.2016;21.11.2016;SR-20740;Home Office;United States;Bloomington;Indiana;Central;OFF-PA-10003270;Office Supplies;Paper;32;6;14
4447;US-2016-147704;16.11.2016;21.11.2016;SR-20740;Home Office;United States;Bloomington;Indiana;Central;OFF-BI-10001634;Office Supplies;Binders;29;4;14
4448;US-2016-147704;16.11.2016;21.11.2016;SR-20740;Home Office;United States;Bloomington;Indiana;Central;OFF-ST-10000675;Office Supplies;Storage;169;5;42
4449;CA-2017-121965;19.06.2017;23.06.2017;LH-17155;Consumer;United States;Los Angeles;California;West;FUR-FU-10000732;Furniture;Furnishings;13;2;4
4450;CA-2017-121965;19.06.2017;23.06.2017;LH-17155;Consumer;United States;Los Angeles;California;West;OFF-PA-10004355;Office Supplies;Paper;6;1;3
4451;CA-2017-121965;19.06.2017;23.06.2017;LH-17155;Consumer;United States;Los Angeles;California;West;OFF-EN-10000056;Office Supplies;Envelopes;187;3;88
4452;CA-2018-147137;04.07.2018;06.07.2018;AA-10645;Consumer;United States;San Francisco;California;West;FUR-FU-10000221;Furniture;Furnishings;25;5;9
4453;CA-2018-147137;04.07.2018;06.07.2018;AA-10645;Consumer;United States;San Francisco;California;West;OFF-EN-10003567;Office Supplies;Envelopes;44;2;21
4454;CA-2018-147137;04.07.2018;06.07.2018;AA-10645;Consumer;United States;San Francisco;California;West;FUR-BO-10001811;Furniture;Bookcases;1279;5;226
4455;CA-2018-147137;04.07.2018;06.07.2018;AA-10645;Consumer;United States;San Francisco;California;West;OFF-ST-10002486;Office Supplies;Storage;28;4;1
4456;US-2017-146745;03.09.2017;08.09.2017;AS-10630;Home Office;United States;San Francisco;California;West;FUR-CH-10002372;Furniture;Chairs;130;2;-13
4457;US-2017-146745;03.09.2017;08.09.2017;AS-10630;Home Office;United States;San Francisco;California;West;OFF-BI-10003274;Office Supplies;Binders;6;2;2
4458;CA-2019-115175;07.08.2019;12.08.2019;MC-17575;Consumer;United States;San Jose;California;West;OFF-PA-10001878;Office Supplies;Paper;245;5;115
4459;CA-2019-105851;13.03.2019;20.03.2019;SE-20110;Consumer;United States;Denver;Colorado;West;OFF-SU-10002881;Office Supplies;Supplies;1332;2;-300
4460;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;FUR-FU-10001979;Furniture;Furnishings;33;1;3
4461;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;OFF-ST-10001522;Office Supplies;Storage;147;2;-29
4462;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;TEC-AC-10003657;Technology;Accessories;54;2;1
4463;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;OFF-BI-10001718;Office Supplies;Binders;77;4;-59
4464;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;OFF-PA-10003022;Office Supplies;Paper;14;3;5
4465;US-2019-125717;28.09.2019;01.10.2019;DS-13030;Home Office;United States;Aurora;Colorado;West;OFF-AP-10000891;Office Supplies;Appliances;210;2;26
4466;CA-2017-163895;07.08.2017;11.08.2017;NS-18640;Corporate;United States;Boise;Idaho;West;OFF-BI-10004970;Office Supplies;Binders;3;1;1
4467;CA-2019-168641;24.11.2019;01.12.2019;KA-16525;Consumer;United States;New York City;New York;East;OFF-AR-10003759;Office Supplies;Art;16;9;7
4468;CA-2019-168641;24.11.2019;01.12.2019;KA-16525;Consumer;United States;New York City;New York;East;OFF-EN-10003001;Office Supplies;Envelopes;168;2;79
4469;CA-2019-168641;24.11.2019;01.12.2019;KA-16525;Consumer;United States;New York City;New York;East;FUR-BO-10000780;Furniture;Bookcases;322;2;-16
4470;CA-2019-168641;24.11.2019;01.12.2019;KA-16525;Consumer;United States;New York City;New York;East;OFF-PA-10001972;Office Supplies;Paper;13;2;6
4471;CA-2019-156895;08.05.2019;12.05.2019;DJ-13510;Corporate;United States;Philadelphia;Pennsylvania;East;FUR-CH-10003535;Furniture;Chairs;128;3;-24
4472;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;FUR-CH-10003774;Furniture;Chairs;64;1;-15
4473;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;TEC-AC-10004571;Technology;Accessories;240;3;66
4474;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;FUR-TA-10004442;Furniture;Tables;344;2;-189
4475;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;OFF-PA-10002787;Office Supplies;Paper;16;3;5
4476;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;FUR-FU-10004586;Furniture;Furnishings;21;4;7
4477;CA-2019-121300;29.09.2019;29.09.2019;MG-17680;Home Office;United States;Mentor;Ohio;East;OFF-PA-10002606;Office Supplies;Paper;8;2;3
4478;CA-2019-130211;22.10.2019;22.10.2019;BD-11620;Consumer;United States;Lawton;Oklahoma;Central;OFF-ST-10000129;Office Supplies;Storage;333;3;23
4479;CA-2019-130211;22.10.2019;22.10.2019;BD-11620;Consumer;United States;Lawton;Oklahoma;Central;FUR-TA-10003748;Furniture;Tables;249;2;55
4480;CA-2016-147235;24.03.2016;28.03.2016;CD-11920;Consumer;United States;New York City;New York;East;OFF-PA-10004948;Office Supplies;Paper;25;5;12
4481;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-FA-10001561;Office Supplies;Fasteners;15;7;5
4482;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-AP-10002998;Office Supplies;Appliances;43;2;14
4483;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-BI-10003981;Office Supplies;Binders;44;12;16
4484;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-PA-10001725;Office Supplies;Paper;116;3;57
4485;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-BI-10002071;Office Supplies;Binders;9;2;3
4486;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-PA-10000477;Office Supplies;Paper;19;3;9
4487;CA-2018-109365;03.11.2018;08.11.2018;XP-21865;Consumer;United States;Los Angeles;California;West;OFF-PA-10004359;Office Supplies;Paper;315;3;151
4488;CA-2017-162621;05.09.2017;11.09.2017;CA-12055;Home Office;United States;Houston;Texas;Central;OFF-BI-10000962;Office Supplies;Binders;16;5;-25
4489;CA-2017-162621;05.09.2017;11.09.2017;CA-12055;Home Office;United States;Houston;Texas;Central;OFF-SU-10003567;Office Supplies;Supplies;69;9;-15
4490;CA-2017-162621;05.09.2017;11.09.2017;CA-12055;Home Office;United States;Houston;Texas;Central;OFF-BI-10003708;Office Supplies;Binders;4;3;-8
4491;CA-2019-105921;14.08.2019;21.08.2019;JM-15250;Consumer;United States;Los Angeles;California;West;FUR-TA-10001095;Furniture;Tables;418;3;5
4492;CA-2016-150798;01.12.2016;03.12.2016;JK-15730;Consumer;United States;Columbus;Ohio;East;TEC-CO-10001571;Technology;Copiers;660;2;110
4493;CA-2016-150798;01.12.2016;03.12.2016;JK-15730;Consumer;United States;Columbus;Ohio;East;FUR-FU-10000221;Furniture;Furnishings;8;2;1
4494;CA-2016-150798;01.12.2016;03.12.2016;JK-15730;Consumer;United States;Columbus;Ohio;East;OFF-PA-10001972;Office Supplies;Paper;36;7;13
4495;CA-2016-150798;01.12.2016;03.12.2016;JK-15730;Consumer;United States;Columbus;Ohio;East;FUR-CH-10000015;Furniture;Chairs;910;6;-52
4496;CA-2019-112753;18.06.2019;23.06.2019;CC-12670;Consumer;United States;Los Angeles;California;West;FUR-BO-10004015;Furniture;Bookcases;918;9;76
4497;CA-2019-112753;18.06.2019;23.06.2019;CC-12670;Consumer;United States;Los Angeles;California;West;OFF-PA-10002036;Office Supplies;Paper;39;6;19
4498;CA-2019-155075;02.12.2019;09.12.2019;GW-14605;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-BI-10003650;Office Supplies;Binders;631;4;-463
4499;CA-2016-103401;21.11.2016;26.11.2016;GR-14560;Corporate;United States;San Francisco;California;West;OFF-PA-10003309;Office Supplies;Paper;13;2;6
4500;CA-2018-124814;10.04.2018;16.04.2018;FM-14215;Corporate;United States;Bakersfield;California;West;OFF-PA-10002787;Office Supplies;Paper;13;2;6
4501;CA-2018-124814;10.04.2018;16.04.2018;FM-14215;Corporate;United States;Bakersfield;California;West;OFF-BI-10000174;Office Supplies;Binders;23;5;8
4502;CA-2016-116757;30.06.2016;04.07.2016;MS-17980;Corporate;United States;Houston;Texas;Central;OFF-PA-10002005;Office Supplies;Paper;26;5;9
4503;CA-2016-116757;30.06.2016;04.07.2016;MS-17980;Corporate;United States;Houston;Texas;Central;OFF-FA-10002815;Office Supplies;Fasteners;21;6;7
4504;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;TEC-PH-10000213;Technology;Phones;174;7;17
4505;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;OFF-AP-10000828;Office Supplies;Appliances;362;2;101
4506;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;TEC-AC-10004708;Technology;Accessories;63;3;13
4507;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;TEC-PH-10001530;Technology;Phones;818;3;51
4508;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;OFF-ST-10002301;Office Supplies;Storage;20;1;0
4509;US-2016-138247;24.12.2016;29.12.2016;BF-11170;Home Office;United States;Los Angeles;California;West;FUR-FU-10002554;Furniture;Furnishings;24;1;6
4510;CA-2019-167003;23.05.2019;29.05.2019;VS-21820;Consumer;United States;Los Angeles;California;West;FUR-TA-10001520;Furniture;Tables;171;3;-6
4511;CA-2018-119935;10.11.2018;14.11.2018;KM-16225;Corporate;United States;Springfield;Missouri;Central;FUR-FU-10001085;Furniture;Furnishings;37;2;17
4512;CA-2018-119935;10.11.2018;14.11.2018;KM-16225;Corporate;United States;Springfield;Missouri;Central;OFF-BI-10001597;Office Supplies;Binders;82;2;39
4513;CA-2018-118969;02.10.2018;03.10.2018;LP-17095;Consumer;United States;Phoenix;Arizona;West;OFF-BI-10002429;Office Supplies;Binders;55;6;-40
4514;CA-2018-145240;06.09.2018;08.09.2018;BG-11740;Consumer;United States;Houston;Texas;Central;OFF-ST-10001590;Office Supplies;Storage;11;1;1
4515;CA-2018-120873;27.10.2018;01.11.2018;BW-11200;Consumer;United States;Hampton;Virginia;South;FUR-CH-10000847;Furniture;Chairs;291;1;76
4516;US-2019-111920;22.10.2019;26.10.2019;PS-18970;Home Office;United States;Tulsa;Oklahoma;Central;OFF-AR-10003179;Office Supplies;Art;36;4;12
4517;US-2018-128678;15.09.2018;20.09.2018;RB-19570;Consumer;United States;Seattle;Washington;West;OFF-PA-10000807;Office Supplies;Paper;21;5;10
4518;US-2018-128678;15.09.2018;20.09.2018;RB-19570;Consumer;United States;Seattle;Washington;West;OFF-BI-10002103;Office Supplies;Binders;49;7;16
4519;CA-2018-101385;25.09.2018;01.10.2018;JW-16075;Consumer;United States;San Francisco;California;West;OFF-AR-10004441;Office Supplies;Art;17;4;7
4520;CA-2019-107167;10.06.2019;14.06.2019;ND-18460;Corporate;United States;Jacksonville;Florida;South;OFF-ST-10003805;Office Supplies;Storage;1348;8;84
4521;CA-2016-109491;20.02.2016;26.02.2016;LC-16930;Corporate;United States;Richmond;Indiana;Central;TEC-AC-10001284;Technology;Accessories;62;3;22
4522;CA-2016-109491;20.02.2016;26.02.2016;LC-16930;Corporate;United States;Richmond;Indiana;Central;FUR-FU-10000221;Furniture;Furnishings;20;4;7
4523;CA-2019-105445;20.02.2019;25.02.2019;BP-11095;Corporate;United States;Louisville;Colorado;West;OFF-FA-10001229;Office Supplies;Fasteners;9;3;3
4524;CA-2016-107454;02.11.2016;06.11.2016;RD-19720;Consumer;United States;New York City;New York;East;OFF-LA-10001569;Office Supplies;Labels;35;7;16
4525;CA-2016-107454;02.11.2016;06.11.2016;RD-19720;Consumer;United States;New York City;New York;East;FUR-FU-10004018;Furniture;Furnishings;89;6;24
4526;US-2019-105046;17.07.2019;23.07.2019;BE-11335;Home Office;United States;Rome;New York;East;TEC-PH-10004536;Technology;Phones;270;2;67
4527;US-2019-105046;17.07.2019;23.07.2019;BE-11335;Home Office;United States;Rome;New York;East;OFF-PA-10004353;Office Supplies;Paper;100;5;48
4528;US-2019-105046;17.07.2019;23.07.2019;BE-11335;Home Office;United States;Rome;New York;East;FUR-FU-10004848;Furniture;Furnishings;39;4;14
4529;CA-2019-152856;08.09.2019;10.09.2019;RS-19765;Corporate;United States;Marion;Ohio;East;TEC-AC-10004864;Technology;Accessories;117;4;34
4530;CA-2018-134691;14.11.2018;18.11.2018;KC-16540;Consumer;United States;Houston;Texas;Central;OFF-BI-10002393;Office Supplies;Binders;2;2;-4
4531;CA-2018-118759;14.11.2018;17.11.2018;MB-17305;Consumer;United States;New York City;New York;East;FUR-CH-10002335;Furniture;Chairs;408;2;73
4532;CA-2018-118759;14.11.2018;17.11.2018;MB-17305;Consumer;United States;New York City;New York;East;OFF-ST-10001590;Office Supplies;Storage;40;3;11
4533;CA-2016-140403;10.10.2016;10.10.2016;TN-21040;Home Office;United States;Manteca;California;West;FUR-CH-10002774;Furniture;Chairs;122;3;14
4534;CA-2016-140403;10.10.2016;10.10.2016;TN-21040;Home Office;United States;Manteca;California;West;OFF-EN-10001219;Office Supplies;Envelopes;15;2;7
4535;CA-2017-163104;19.03.2017;26.03.2017;MC-18130;Corporate;United States;Los Angeles;California;West;OFF-PA-10001947;Office Supplies;Paper;12;2;6
4536;CA-2019-138464;08.07.2019;12.07.2019;VF-21715;Home Office;United States;Seattle;Washington;West;FUR-FU-10003142;Furniture;Furnishings;16;3;5
4537;CA-2019-138464;08.07.2019;12.07.2019;VF-21715;Home Office;United States;Seattle;Washington;West;OFF-BI-10001543;Office Supplies;Binders;86;3;30
4538;CA-2019-138464;08.07.2019;12.07.2019;VF-21715;Home Office;United States;Seattle;Washington;West;OFF-AR-10003560;Office Supplies;Art;18;3;6
4539;CA-2019-138464;08.07.2019;12.07.2019;VF-21715;Home Office;United States;Seattle;Washington;West;OFF-AR-10004757;Office Supplies;Art;13;4;4
4540;CA-2017-104129;27.02.2017;02.03.2017;ES-14080;Corporate;United States;Providence;Rhode Island;East;TEC-PH-10003800;Technology;Phones;106;2;1
4541;CA-2017-104129;27.02.2017;02.03.2017;ES-14080;Corporate;United States;Providence;Rhode Island;East;FUR-TA-10004152;Furniture;Tables;494;7;-28
4542;US-2019-132206;16.06.2019;21.06.2019;MK-17905;Corporate;United States;Chicago;Illinois;Central;OFF-BI-10000756;Office Supplies;Binders;6;7;-9
4543;CA-2019-113474;30.03.2019;31.03.2019;TM-21490;Consumer;United States;Oklahoma City;Oklahoma;Central;OFF-EN-10004206;Office Supplies;Envelopes;326;2;150
4544;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;FUR-CH-10004477;Furniture;Chairs;384;9;-5
4545;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;TEC-PH-10003505;Technology;Phones;148;2;17
4546;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;TEC-PH-10000526;Technology;Phones;538;7;54
4547;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;OFF-BI-10003314;Office Supplies;Binders;2;2;-3
4548;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;OFF-AR-10003190;Office Supplies;Art;7;3;1
4549;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;FUR-FU-10001861;Furniture;Furnishings;8;1;-2
4550;CA-2017-126557;12.07.2017;17.07.2017;RL-19615;Consumer;United States;Chicago;Illinois;Central;TEC-PH-10003963;Technology;Phones;659;4;49
4551;US-2019-107636;30.04.2019;02.05.2019;NM-18520;Consumer;United States;Manchester;Connecticut;East;OFF-LA-10003388;Office Supplies;Labels;6;2;3
4552;US-2016-165862;13.07.2016;17.07.2016;GK-14620;Corporate;United States;Los Angeles;California;West;FUR-TA-10002855;Furniture;Tables;351;3;4
4553;US-2016-106334;27.12.2016;02.01.2017;JF-15490;Consumer;United States;San Francisco;California;West;FUR-CH-10004886;Furniture;Chairs;230;3;23
4554;US-2016-106334;27.12.2016;02.01.2017;JF-15490;Consumer;United States;San Francisco;California;West;OFF-PA-10003657;Office Supplies;Paper;13;3;6
4555;CA-2018-101448;27.02.2018;01.03.2018;EB-13930;Consumer;United States;La Crosse;Wisconsin;Central;OFF-BI-10004738;Office Supplies;Binders;57;3;28
4556;CA-2017-130218;23.03.2017;26.03.2017;SG-20470;Consumer;United States;Florence;South Carolina;South;OFF-FA-10003112;Office Supplies;Fasteners;32;4;14
4557;CA-2017-130218;23.03.2017;26.03.2017;SG-20470;Consumer;United States;Florence;South Carolina;South;OFF-ST-10002486;Office Supplies;Storage;28;4;1
4558;US-2019-117331;21.10.2019;28.10.2019;ND-18370;Consumer;United States;Glendale;Arizona;West;OFF-BI-10003984;Office Supplies;Binders;9;1;-7
4559;CA-2016-127383;31.12.2016;05.01.2017;CM-11815;Corporate;United States;El Paso;Texas;Central;OFF-EN-10004773;Office Supplies;Envelopes;50;2;18
4560;CA-2016-110219;05.05.2016;08.05.2016;EB-13870;Consumer;United States;San Antonio;Texas;Central;FUR-CH-10001146;Furniture;Chairs;128;3;-9
4561;CA-2017-118871;04.12.2017;09.12.2017;HM-14860;Corporate;United States;Los Angeles;California;West;OFF-EN-10003296;Office Supplies;Envelopes;271;3;122
4562;CA-2017-118871;04.12.2017;09.12.2017;HM-14860;Corporate;United States;Los Angeles;California;West;TEC-PH-10000193;Technology;Phones;110;3;8
4563;CA-2017-118871;04.12.2017;09.12.2017;HM-14860;Corporate;United States;Los Angeles;California;West;FUR-FU-10002111;Furniture;Furnishings;36;5;14
4564;CA-2019-129490;26.09.2019;30.09.2019;SJ-20125;Home Office;United States;Miramar;Florida;South;FUR-CH-10003298;Furniture;Chairs;419;4;-58
4565;CA-2016-101175;09.12.2016;14.12.2016;DM-12955;Corporate;United States;Mesa;Arizona;West;OFF-ST-10004950;Office Supplies;Storage;101;6;-1
4566;US-2019-149510;03.12.2019;10.12.2019;MC-17575;Consumer;United States;Fayetteville;North Carolina;South;OFF-AP-10002350;Office Supplies;Appliances;45;3;5
4567;US-2019-149510;03.12.2019;10.12.2019;MC-17575;Consumer;United States;Fayetteville;North Carolina;South;OFF-BI-10004233;Office Supplies;Binders;29;6;-21
4568;US-2019-149510;03.12.2019;10.12.2019;MC-17575;Consumer;United States;Fayetteville;North Carolina;South;OFF-PA-10001892;Office Supplies;Paper;24;4;9
4569;CA-2017-111990;08.11.2017;13.11.2017;DB-13660;Consumer;United States;Houston;Texas;Central;OFF-BI-10003291;Office Supplies;Binders;10;6;-17
4570;CA-2016-169460;19.04.2016;21.04.2016;NF-18595;Home Office;United States;San Jose;California;West;FUR-FU-10004017;Furniture;Furnishings;76;3;27
4571;US-2017-152128;25.05.2017;27.05.2017;NM-18445;Home Office;United States;Wichita;Kansas;Central;OFF-AR-10002445;Office Supplies;Art;21;3;8
4572;US-2017-152128;25.05.2017;27.05.2017;NM-18445;Home Office;United States;Wichita;Kansas;Central;OFF-BI-10001718;Office Supplies;Binders;128;2;60
4573;CA-2019-126662;17.07.2019;21.07.2019;AB-10255;Home Office;United States;Los Angeles;California;West;TEC-CO-10004202;Technology;Copiers;480;2;90
4574;CA-2018-139395;12.12.2018;18.12.2018;MG-17650;Home Office;United States;Jackson;Michigan;Central;TEC-PH-10002103;Technology;Phones;658;7;184
