Hotel,Is Canceled,Lead Time,arrival full date,Arrival Date Year,Arrival Date Month,Arrival Date Week Number,Arrival Date Day of Month,Stays in Weekend nights,Stays in week nights,stays total nights,Adults,Children,Babies,Meal,Country,Reserved Room Type,Assigned room type,customer type,Reservation Status,Reservation status_date
City Hotel,1,69,08/27/2017,2017,August,35,27,2,5,7,2,0.0,0,BB,DEU,D,D,Transient,Canceled,06/26/2017
City Hotel,1,7,08/28/2017,2017,August,35,28,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/22/2017
City Hotel,1,182,08/28/2017,2017,August,35,28,1,1,2,2,0.0,0,BB,FRA,D,D,Transient,Canceled,03/04/2017
City Hotel,1,279,08/28/2017,2017,August,35,28,1,1,2,2,0.0,0,BB,FRA,A,A,Transient,Canceled,12/29/2016
City Hotel,1,368,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/17/2017
City Hotel,1,305,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,USA,A,A,Transient,Canceled,07/12/2017
City Hotel,1,28,08/28/2017,2017,August,35,28,1,2,3,2,2.0,0,BB,ESP,F,F,Transient,Canceled,08/02/2017
City Hotel,1,278,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,BEL,A,A,Transient,Canceled,01/21/2017
City Hotel,1,50,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,07/16/2017
City Hotel,1,168,08/28/2017,2017,August,35,28,1,2,3,3,0.0,0,BB,FRA,D,D,Transient,Canceled,03/14/2017
City Hotel,1,162,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,PRT,D,D,Transient,Canceled,04/26/2017
City Hotel,1,43,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,SC,DEU,A,A,Transient,Canceled,07/17/2017
City Hotel,1,184,08/28/2017,2017,August,35,28,1,2,3,2,0.0,0,BB,PRT,E,E,Transient,Canceled,03/07/2017
City Hotel,1,161,08/28/2017,2017,August,35,28,1,3,4,2,0.0,0,HB,ITA,D,D,Transient,Canceled,04/21/2017
City Hotel,1,206,08/28/2017,2017,August,35,28,1,3,4,2,0.0,0,BB,FRA,D,D,Transient,Canceled,05/05/2017
City Hotel,1,213,08/28/2017,2017,August,35,28,1,3,4,1,0.0,0,HB,PRT,A,A,Transient-Party,No-Show,08/28/2017
City Hotel,1,35,08/28/2017,2017,August,35,28,1,3,4,2,0.0,0,BB,GBR,D,D,Transient,Canceled,07/28/2017
City Hotel,1,213,08/28/2017,2017,August,35,28,1,3,4,1,0.0,0,BB,PRT,A,A,Transient-Party,Canceled,08/21/2017
City Hotel,1,33,08/28/2017,2017,August,35,28,1,3,4,3,0.0,0,BB,PRT,D,D,Transient,Canceled,07/31/2017
City Hotel,1,219,08/28/2017,2017,August,35,28,1,3,4,2,1.0,0,BB,ROU,A,D,Transient,No-Show,08/28/2017
City Hotel,1,321,08/28/2017,2017,August,35,28,1,4,5,2,0.0,0,HB,FRA,A,A,Transient,Canceled,12/24/2016
City Hotel,1,112,08/28/2017,2017,August,35,28,1,5,6,2,0.0,0,BB,DEU,D,D,Transient,Canceled,05/08/2017
City Hotel,1,212,08/28/2017,2017,August,35,28,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Canceled,06/13/2017
City Hotel,1,260,08/28/2017,2017,August,35,28,3,6,9,2,1.0,0,BB,ROU,A,A,Transient,Canceled,08/16/2017
City Hotel,1,41,08/28/2017,2017,August,35,28,3,9,12,1,0.0,0,BB,BEL,D,D,Transient,Canceled,07/24/2017
City Hotel,1,70,08/28/2017,2017,August,35,28,4,10,14,3,0.0,0,BB,MOZ,D,D,Transient,Canceled,06/22/2017
City Hotel,1,222,08/28/2017,2017,August,35,28,1,5,6,2,0.0,0,SC,JPN,A,A,Transient,Canceled,04/03/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,11,08/29/2017,2017,August,35,29,0,1,1,3,0.0,0,BB,DEU,D,D,Transient,Canceled,08/20/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,521,08/29/2017,2017,August,35,29,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
City Hotel,1,228,08/29/2017,2017,August,35,29,0,2,2,2,0.0,0,BB,BRA,A,A,Transient,Canceled,06/09/2017
City Hotel,1,42,08/29/2017,2017,August,35,29,0,2,2,3,0.0,0,BB,RUS,D,D,Transient,Canceled,07/25/2017
City Hotel,1,184,08/29/2017,2017,August,35,29,0,2,2,2,0.0,0,SC,FRA,A,A,Transient,Canceled,06/26/2017
City Hotel,1,26,08/29/2017,2017,August,35,29,0,3,3,2,2.0,0,BB,ESP,F,F,Transient,Canceled,08/07/2017
City Hotel,1,43,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,SC,GBR,A,A,Transient,Canceled,08/04/2017
City Hotel,1,210,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,BB,GBR,A,A,Transient,Canceled,03/11/2017
City Hotel,1,171,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,HB,FRA,A,A,Transient,Canceled,03/11/2017
City Hotel,1,209,08/29/2017,2017,August,35,29,0,3,3,2,2.0,0,BB,ESP,F,F,Transient,Canceled,06/11/2017
City Hotel,1,127,08/29/2017,2017,August,35,29,0,3,3,3,0.0,0,BB,DEU,D,D,Transient,Canceled,06/21/2017
City Hotel,1,350,08/29/2017,2017,August,35,29,0,4,4,1,0.0,0,BB,JPN,A,A,Transient,Canceled,02/09/2017
City Hotel,1,234,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,BB,GBR,A,A,Transient,Canceled,06/23/2017
City Hotel,1,223,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,SC,BEL,A,A,Transient,Canceled,06/24/2017
City Hotel,1,146,08/29/2017,2017,August,35,29,0,5,5,2,0.0,0,SC,NOR,A,A,Transient,Canceled,04/08/2017
City Hotel,1,158,08/29/2017,2017,August,35,29,0,5,5,1,0.0,0,SC,PRT,A,A,Transient,Canceled,03/29/2017
City Hotel,1,135,08/29/2017,2017,August,35,29,1,5,6,3,0.0,0,BB,PRT,G,G,Transient,Canceled,04/17/2017
City Hotel,1,123,08/29/2017,2017,August,35,29,1,5,6,1,0.0,0,BB,JPN,D,D,Transient,Canceled,07/28/2017
City Hotel,1,48,08/29/2017,2017,August,35,29,1,5,6,1,0.0,0,BB,BLR,A,A,Transient,Canceled,07/31/2017
City Hotel,1,320,08/29/2017,2017,August,35,29,2,5,7,2,0.0,0,BB,DEU,A,A,Transient,No-Show,08/29/2017
City Hotel,1,33,08/29/2017,2017,August,35,29,2,5,7,2,0.0,0,BB,BLR,D,D,Transient,Canceled,07/28/2017
City Hotel,1,23,08/30/2017,2017,August,35,30,0,2,2,2,2.0,0,BB,IDN,F,F,Transient,Canceled,08/08/2017
City Hotel,1,30,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,CHN,D,D,Transient,Canceled,08/17/2017
City Hotel,1,220,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,CHE,A,A,Transient,Canceled,01/29/2017
City Hotel,1,47,08/30/2017,2017,August,35,30,0,2,2,3,0.0,0,BB,USA,D,D,Transient,Canceled,07/21/2017
City Hotel,1,207,08/30/2017,2017,August,35,30,0,2,2,2,0.0,0,SC,PRT,A,A,Transient,Canceled,07/31/2017
City Hotel,1,13,08/30/2017,2017,August,35,30,0,3,3,2,2.0,0,BB,RUS,F,F,Transient,Canceled,08/24/2017
City Hotel,1,73,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,SWE,D,D,Transient,Canceled,06/22/2017
City Hotel,1,190,08/30/2017,2017,August,35,30,0,4,4,2,0.0,0,BB,BRA,A,A,Transient,Canceled,03/19/2017
City Hotel,1,207,08/30/2017,2017,August,35,30,0,4,4,2,0.0,0,SC,PRT,A,A,Transient,Canceled,02/04/2017
City Hotel,1,176,08/30/2017,2017,August,35,30,0,4,4,2,0.0,0,BB,DEU,A,A,Transient,Canceled,06/27/2017
City Hotel,1,48,08/30/2017,2017,August,35,30,2,4,6,2,0.0,0,HB,CHN,D,D,Transient,Canceled,07/18/2017
City Hotel,1,215,08/30/2017,2017,August,35,30,2,5,7,2,0.0,0,HB,ESP,D,D,Transient,Canceled,06/25/2017
City Hotel,1,215,08/30/2017,2017,August,35,30,2,5,7,2,0.0,0,HB,ESP,D,D,Transient,Canceled,06/25/2017
City Hotel,1,65,08/31/2017,2017,August,35,31,0,1,1,2,0.0,0,SC,CN,A,A,Transient,Canceled,07/07/2017
City Hotel,1,184,08/31/2017,2017,August,35,31,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,07/18/2017
City Hotel,1,134,08/31/2017,2017,August,35,31,0,2,2,2,1.0,0,BB,SAU,D,D,Transient,Canceled,05/21/2017
City Hotel,1,68,08/31/2017,2017,August,35,31,0,2,2,2,0.0,0,SC,USA,A,A,Transient,Canceled,06/27/2017
City Hotel,1,134,08/31/2017,2017,August,35,31,0,2,2,2,1.0,0,BB,SAU,F,F,Transient,Canceled,05/21/2017
City Hotel,1,155,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,SC,SWE,A,A,Transient,Canceled,04/04/2017
City Hotel,1,222,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,IRL,D,D,Transient,Canceled,05/05/2017
City Hotel,1,155,08/31/2017,2017,August,35,31,0,3,3,1,0.0,0,SC,SWE,A,A,Transient,Canceled,04/04/2017
City Hotel,1,177,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,PRT,D,D,Transient,Canceled,07/26/2017
City Hotel,1,50,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,SC,DEU,A,A,Transient,Canceled,07/14/2017
City Hotel,1,222,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,IRL,A,A,Transient,Canceled,05/05/2017
City Hotel,1,177,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,PRT,D,D,Transient,Canceled,07/26/2017
City Hotel,1,131,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,BLR,D,D,Transient,Canceled,04/25/2017
City Hotel,1,155,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,SC,SWE,A,A,Transient,Canceled,04/04/2017
City Hotel,1,155,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,SC,SWE,A,A,Transient,Canceled,04/04/2017
City Hotel,1,221,08/31/2017,2017,August,35,31,0,3,3,3,0.0,0,BB,IRL,D,D,Transient,Canceled,05/10/2017
City Hotel,1,155,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,SC,SWE,A,A,Transient,Canceled,04/04/2017
City Hotel,1,222,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,IRL,A,A,Transient,Canceled,05/05/2017
City Hotel,1,75,08/31/2017,2017,August,35,31,0,3,3,3,0.0,0,HB,FRA,D,D,Transient,Canceled,06/29/2017
City Hotel,1,23,08/31/2017,2017,August,35,31,0,3,3,2,2.0,0,BB,GBR,F,F,Transient,Canceled,08/16/2017
City Hotel,1,14,08/31/2017,2017,August,35,31,1,3,4,3,0.0,0,BB,KWT,E,E,Transient,Canceled,08/17/2017
City Hotel,1,112,08/31/2017,2017,August,35,31,1,3,4,2,0.0,0,BB,DEU,A,A,Transient,Canceled,05/23/2017
City Hotel,1,241,08/31/2017,2017,August,35,31,1,3,4,2,0.0,0,BB,DEU,A,A,Transient,Canceled,08/20/2017
City Hotel,1,117,08/31/2017,2017,August,35,31,2,3,5,2,0.0,0,SC,GBR,A,A,Transient,Canceled,05/09/2017
City Hotel,1,261,08/31/2017,2017,August,35,31,2,3,5,3,0.0,0,BB,DEU,D,D,Transient,Canceled,05/05/2017
City Hotel,1,245,08/31/2017,2017,August,35,31,2,3,5,2,0.0,0,SC,PRT,A,A,Transient,Canceled,06/03/2017
City Hotel,1,261,08/31/2017,2017,August,35,31,2,3,5,2,0.0,0,SC,DEU,A,A,Transient,Canceled,05/05/2017
City Hotel,1,119,08/31/2017,2017,August,35,31,2,4,6,2,0.0,0,BB,GRC,E,E,Transient,Canceled,08/01/2017
City Hotel,1,156,08/31/2017,2017,August,35,31,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Canceled,06/20/2017
City Hotel,1,218,08/31/2017,2017,August,35,31,2,5,7,3,0.0,0,BB,RUS,D,D,Transient,Canceled,01/31/2017
City Hotel,1,210,08/31/2017,2017,August,35,31,2,5,7,3,0.0,0,HB,RUS,E,E,Transient,Canceled,02/06/2017
City Hotel,0,5,07/04/2017,2017,July,27,4,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/07/2017
City Hotel,0,5,07/11/2017,2017,July,28,11,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,4,07/16/2017,2017,July,29,16,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/17/2017
City Hotel,0,4,07/23/2017,2017,July,30,23,2,1,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/26/2017
City Hotel,0,0,08/22/2017,2017,August,34,22,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/23/2017
City Hotel,0,6,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/14/2017
City Hotel,0,6,08/23/2017,2017,August,34,23,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/24/2017
City Hotel,1,1,07/18/2017,2017,July,29,18,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Canceled,07/18/2017
City Hotel,0,5,08/22/2017,2017,August,34,22,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/24/2017
City Hotel,0,26,07/12/2017,2017,July,28,12,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,5,07/04/2017,2017,July,27,4,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/07/2017
City Hotel,0,5,07/31/2017,2017,July,31,31,1,1,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/02/2017
City Hotel,0,3,07/10/2017,2017,July,28,10,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/11/2017
City Hotel,1,20,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Canceled,07/06/2017
City Hotel,0,7,07/19/2017,2017,July,29,19,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/20/2017
City Hotel,0,2,07/05/2017,2017,July,27,5,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/07/2017
City Hotel,0,61,07/08/2017,2017,July,27,8,0,1,1,2,0.0,0,BB,PRT,B,A,Transient,Check-Out,07/09/2017
City Hotel,0,61,07/08/2017,2017,July,27,8,0,1,1,2,1.0,0,BB,PRT,B,A,Transient,Check-Out,07/09/2017
City Hotel,0,15,07/08/2017,2017,July,27,8,0,1,1,2,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/09/2017
City Hotel,0,20,07/06/2017,2017,July,27,6,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/08/2017
City Hotel,0,6,07/26/2017,2017,July,30,26,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/27/2017
City Hotel,0,3,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/14/2017
City Hotel,0,3,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/14/2017
City Hotel,0,8,08/30/2017,2017,August,35,30,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/31/2017
City Hotel,1,4,08/28/2017,2017,August,35,28,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,No-Show,08/28/2017
City Hotel,0,6,07/11/2017,2017,July,28,11,0,3,3,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/14/2017
City Hotel,1,3,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Canceled,07/12/2017
City Hotel,0,4,07/10/2017,2017,July,28,10,1,1,2,1,0.0,0,BB,AUT,A,A,Transient,Check-Out,07/12/2017
City Hotel,0,28,07/03/2017,2017,July,27,3,1,1,2,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/05/2017
City Hotel,0,57,08/01/2017,2017,August,31,1,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/03/2017
City Hotel,0,28,08/16/2017,2017,August,33,16,0,1,1,1,0.0,0,BB,PRT,A,F,Transient,Check-Out,08/17/2017
City Hotel,0,3,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/14/2017
City Hotel,0,8,07/20/2017,2017,July,29,20,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/21/2017
City Hotel,0,44,08/23/2017,2017,August,34,23,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/24/2017
City Hotel,0,50,08/29/2017,2017,August,35,29,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/31/2017
City Hotel,0,4,07/14/2017,2017,July,28,14,0,1,1,2,0.0,0,BB,PRT,D,D,Group,Check-Out,07/15/2017
City Hotel,1,5,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Canceled,07/10/2017
City Hotel,0,1,07/05/2017,2017,July,27,5,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/06/2017
City Hotel,0,6,07/12/2017,2017,July,28,12,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,14,08/31/2017,2017,August,35,31,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,09/01/2017
City Hotel,0,5,08/16/2017,2017,August,33,16,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/17/2017
City Hotel,0,6,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/14/2017
City Hotel,0,2,07/23/2017,2017,July,30,23,1,0,1,2,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/24/2017
City Hotel,0,3,07/03/2017,2017,July,27,3,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/04/2017
City Hotel,0,4,07/17/2017,2017,July,29,17,1,1,2,1,0.0,0,BB,PRT,A,C,Transient,Check-Out,07/19/2017
City Hotel,0,3,07/24/2017,2017,July,30,24,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/25/2017
City Hotel,0,3,08/31/2017,2017,August,35,31,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,09/01/2017
City Hotel,0,7,08/24/2017,2017,August,34,24,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/25/2017
City Hotel,0,6,07/18/2017,2017,July,29,18,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/20/2017
City Hotel,0,5,08/16/2017,2017,August,33,16,0,2,2,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/18/2017
City Hotel,1,1,07/05/2017,2017,July,27,5,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Canceled,07/05/2017
City Hotel,0,1,07/12/2017,2017,July,28,12,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,0,08/01/2017,2017,August,31,1,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/02/2017
City Hotel,0,1,08/08/2017,2017,August,32,8,0,1,1,1,0.0,0,BB,PRT,A,C,Transient,Check-Out,08/09/2017
City Hotel,0,0,08/15/2017,2017,August,33,15,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/16/2017
City Hotel,0,0,08/23/2017,2017,August,34,23,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/24/2017
City Hotel,0,4,07/10/2017,2017,July,28,10,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/11/2017
City Hotel,0,5,07/11/2017,2017,July,28,11,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/14/2017
City Hotel,0,6,07/18/2017,2017,July,29,18,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/21/2017
City Hotel,0,6,08/22/2017,2017,August,34,22,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/25/2017
City Hotel,0,1,08/29/2017,2017,August,35,29,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/31/2017
City Hotel,0,5,07/11/2017,2017,July,28,11,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,3,08/14/2017,2017,August,33,14,1,0,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/15/2017
City Hotel,0,131,07/20/2017,2017,July,29,20,1,3,4,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,07/24/2017
City Hotel,0,2,07/13/2017,2017,July,28,13,0,1,1,2,2.0,0,BB,PRT,F,F,Transient,Check-Out,07/14/2017
City Hotel,0,1,08/08/2017,2017,August,32,8,0,2,2,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/10/2017
City Hotel,0,11,08/04/2017,2017,August,31,4,0,1,1,2,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/05/2017
City Hotel,0,25,08/18/2017,2017,August,33,18,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/19/2017
City Hotel,0,5,07/04/2017,2017,July,27,4,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/07/2017
City Hotel,0,25,08/15/2017,2017,August,33,15,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/18/2017
City Hotel,0,6,08/29/2017,2017,August,35,29,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,09/01/2017
City Hotel,0,6,08/23/2017,2017,August,34,23,0,2,2,2,1.0,1,BB,PRT,A,A,Transient,Check-Out,08/25/2017
City Hotel,0,1,08/02/2017,2017,August,31,2,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/03/2017
City Hotel,0,0,08/29/2017,2017,August,35,29,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/30/2017
City Hotel,0,20,07/11/2017,2017,July,28,11,0,3,3,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/14/2017
City Hotel,0,21,08/16/2017,2017,August,33,16,0,1,1,2,0.0,0,BB,PRT,A,A,Group,Check-Out,08/17/2017
City Hotel,0,197,07/21/2017,2017,July,29,21,1,2,3,2,1.0,0,BB,PRT,D,D,Transient,Check-Out,07/24/2017
City Hotel,0,26,07/12/2017,2017,July,28,12,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/13/2017
City Hotel,0,5,07/25/2017,2017,July,30,25,0,1,1,1,0.0,0,BB,FRA,A,A,Transient,Check-Out,07/26/2017
City Hotel,0,34,08/30/2017,2017,August,35,30,0,3,3,1,0.0,0,BB,FRA,A,A,Transient,Check-Out,09/02/2017
City Hotel,0,1,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,SC,PRT,A,D,Transient,Check-Out,07/12/2017
City Hotel,0,58,08/23/2017,2017,August,34,23,0,2,2,1,0.0,0,BB,ITA,A,A,Transient,Check-Out,08/25/2017
City Hotel,0,116,08/21/2017,2017,August,34,21,1,2,3,1,0.0,0,BB,ESP,D,D,Transient-Party,Check-Out,08/24/2017
City Hotel,1,31,07/16/2017,2017,July,29,16,2,0,2,1,0.0,0,BB,USA,A,A,Transient,No-Show,07/16/2017
City Hotel,0,7,08/02/2017,2017,August,31,2,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/04/2017
City Hotel,0,11,08/22/2017,2017,August,34,22,0,1,1,1,0.0,0,SC,NLD,A,D,Transient,Check-Out,08/23/2017
City Hotel,0,20,07/11/2017,2017,July,28,11,0,3,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/14/2017
City Hotel,0,8,07/25/2017,2017,July,30,25,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/26/2017
City Hotel,0,13,08/29/2017,2017,August,35,29,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/30/2017
City Hotel,1,6,07/17/2017,2017,July,29,17,1,0,1,1,0.0,0,BB,PRT,A,D,Transient,No-Show,07/17/2017
City Hotel,0,0,07/03/2017,2017,July,27,3,1,1,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/05/2017
City Hotel,0,7,07/10/2017,2017,July,28,10,1,2,3,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/13/2017
City Hotel,0,14,07/17/2017,2017,July,29,17,1,2,3,1,0.0,0,BB,IRL,A,A,Transient,Check-Out,07/20/2017
City Hotel,0,22,07/25/2017,2017,July,30,25,0,2,2,1,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/27/2017
City Hotel,0,0,08/07/2017,2017,August,32,7,1,2,3,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/10/2017
City Hotel,0,9,07/01/2017,2017,July,26,1,2,1,3,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,07/04/2017
City Hotel,0,35,07/12/2017,2017,July,28,12,0,1,1,1,0.0,0,BB,DEU,A,A,Group,Check-Out,07/13/2017
City Hotel,0,81,08/28/2017,2017,August,35,28,1,2,3,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,08/31/2017
City Hotel,0,14,08/11/2017,2017,August,32,11,0,2,2,1,1.0,0,BB,PRT,A,A,Transient,Check-Out,08/13/2017
City Hotel,0,0,07/10/2017,2017,July,28,10,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/11/2017
City Hotel,0,181,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,07/02/2017
City Hotel,0,203,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,07/02/2017
City Hotel,0,3,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,IRL,A,A,Transient,Check-Out,07/02/2017
City Hotel,0,103,07/01/2017,2017,July,26,1,0,1,1,3,0.0,0,BB,ESP,E,E,Transient,Check-Out,07/02/2017
