hotel,is_canceled,lead_time,arrival_full_date,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,stays_total_nights,adults,children,babies,meal,country,reserved_room_type,assigned_room_type,customer_type,reservation_status,reservation_status_date
City Hotel,0,92,42923,2017,July,27,7,0,1,1,3,0.0,0,HB,AUS,D,D,Transient,Check-Out,42924
City Hotel,0,8,42923,2017,July,27,7,0,1,1,1,0.0,0,SC,PRT,A,A,Transient,Check-Out,42924
City Hotel,0,131,42923,2017,July,27,7,0,1,1,2,0.0,0,SC,CN,A,A,Transient,Check-Out,42924
City Hotel,0,222,42922,2017,July,27,6,0,2,2,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42924
City Hotel,0,216,42917,2017,July,26,1,2,5,7,3,0.0,0,BB,FRA,D,D,Transient,Check-Out,42924
City Hotel,0,174,42921,2017,July,27,5,0,3,3,3,0.0,0,BB,BEL,D,D,Transient,Check-Out,42924
City Hotel,0,176,42923,2017,July,27,7,0,1,1,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42924
City Hotel,0,177,42919,2017,July,27,3,1,4,5,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42924
City Hotel,0,224,42919,2017,July,27,3,1,4,5,2,2.0,0,HB,ITA,F,F,Transient,Check-Out,42924
City Hotel,0,49,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,ROU,A,A,Transient,Check-Out,42924
City Hotel,0,0,42922,2017,July,27,6,0,2,2,2,0.0,0,BB,ESP,A,D,Transient,Check-Out,42924
City Hotel,0,219,42920,2017,July,27,4,0,4,4,2,0.0,0,BB,NOR,A,A,Transient,Check-Out,42924
City Hotel,0,172,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,CN,A,A,Transient,Check-Out,42924
City Hotel,0,6,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42924
City Hotel,0,172,42923,2017,July,27,7,0,1,1,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,42924
City Hotel,0,112,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42924
City Hotel,0,97,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42924
City Hotel,0,97,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42924
City Hotel,0,19,42922,2017,July,27,6,0,2,2,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42924
City Hotel,0,162,42919,2017,July,27,3,1,4,5,3,0.0,0,HB,FRA,E,E,Transient,Check-Out,42924
City Hotel,0,162,42919,2017,July,27,3,1,4,5,3,0.0,0,HB,FRA,E,E,Transient,Check-Out,42924
City Hotel,0,268,42922,2017,July,27,6,0,2,2,2,0.0,0,BB,NLD,B,A,Transient,Check-Out,42924
City Hotel,0,188,42923,2017,July,27,7,0,1,1,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42924
City Hotel,0,9,42922,2017,July,27,6,0,2,2,1,0.0,0,BB,FRA,E,E,Transient,Check-Out,42924
City Hotel,0,273,42920,2017,July,27,4,0,4,4,2,0.0,0,SC,BRA,A,A,Transient-Party,Check-Out,42924
City Hotel,0,270,42922,2017,July,27,6,0,2,2,2,1.0,0,BB,NLD,B,A,Transient,Check-Out,42924
City Hotel,0,9,42922,2017,July,27,6,0,2,2,2,0.0,0,BB,FRA,E,E,Transient,Check-Out,42924
City Hotel,0,62,42920,2017,July,27,4,0,4,4,2,0.0,0,BB,CN,D,D,Transient,Check-Out,42924
City Hotel,0,80,42923,2017,July,27,7,0,1,1,2,0.0,0,BB,DNK,A,A,Transient-Party,Check-Out,42924
City Hotel,0,80,42923,2017,July,27,7,0,1,1,2,0.0,0,BB,DNK,A,A,Transient-Party,Check-Out,42924
City Hotel,0,131,42923,2017,July,27,7,0,1,1,2,0.0,0,BB,SWE,A,D,Transient,Check-Out,42924
City Hotel,0,158,42922,2017,July,27,6,0,2,2,3,0.0,0,BB,BRA,D,D,Transient,Check-Out,42924
City Hotel,0,80,42923,2017,July,27,7,0,1,1,2,0.0,0,BB,DNK,A,C,Transient-Party,Check-Out,42924
City Hotel,0,176,42923,2017,July,27,7,0,1,1,2,0.0,0,BB,PRT,A,D,Transient-Party,Check-Out,42924
City Hotel,0,176,42923,2017,July,27,7,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,42924
City Hotel,0,246,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42925
City Hotel,0,34,42919,2017,July,27,3,1,5,6,1,0.0,0,BB,SWE,A,A,Transient,Check-Out,42925
City Hotel,0,167,42923,2017,July,27,7,0,2,2,2,0.0,0,BB,NLD,A,A,Transient-Party,Check-Out,42925
City Hotel,0,167,42923,2017,July,27,7,0,2,2,2,0.0,0,BB,DNK,A,A,Transient-Party,Check-Out,42925
City Hotel,0,261,42921,2017,July,27,5,0,4,4,3,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,175,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,GBR,A,D,Transient,Check-Out,42925
City Hotel,0,87,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,D,C,Transient,Check-Out,42925
City Hotel,0,89,42924,2017,July,27,8,0,1,1,1,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,122,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,PRT,A,A,Transient-Party,Check-Out,42925
City Hotel,0,193,42923,2017,July,27,7,0,2,2,2,1.0,0,SC,ITA,A,D,Transient,Check-Out,42925
City Hotel,0,175,42921,2017,July,27,5,0,4,4,2,0.0,0,SC,IRL,A,A,Transient,Check-Out,42925
City Hotel,0,133,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,CN,A,A,Transient,Check-Out,42925
City Hotel,0,122,42924,2017,July,27,8,0,1,1,3,0.0,0,BB,PRT,E,E,Transient-Party,Check-Out,42925
City Hotel,0,307,42923,2017,July,27,7,0,2,2,2,0.0,0,BB,PRT,B,A,Transient,Check-Out,42925
City Hotel,0,307,42923,2017,July,27,7,0,2,2,2,0.0,0,BB,PRT,B,A,Transient,Check-Out,42925
City Hotel,0,193,42920,2017,July,27,4,0,5,5,2,0.0,0,BB,CHE,A,A,Transient,Check-Out,42925
City Hotel,0,181,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,POL,A,A,Transient,Check-Out,42925
City Hotel,0,224,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,ESP,A,A,Transient,Check-Out,42925
City Hotel,0,170,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,USA,A,F,Transient,Check-Out,42925
City Hotel,0,88,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,145,42922,2017,July,27,6,0,3,3,3,0.0,0,BB,NOR,D,D,Transient,Check-Out,42925
City Hotel,0,117,42923,2017,July,27,7,0,2,2,2,2.0,0,BB,DEU,G,G,Transient,Check-Out,42925
City Hotel,0,179,42921,2017,July,27,5,0,4,4,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42925
City Hotel,0,117,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,CN,A,A,Transient,Check-Out,42925
City Hotel,0,117,42923,2017,July,27,7,0,2,2,2,2.0,0,BB,CN,F,F,Transient,Check-Out,42925
City Hotel,0,161,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,ESP,A,D,Transient,Check-Out,42925
City Hotel,0,261,42921,2017,July,27,5,0,4,4,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,139,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42925
City Hotel,0,239,42921,2017,July,27,5,0,4,4,1,0.0,0,SC,DEU,A,A,Transient,Check-Out,42925
City Hotel,0,239,42921,2017,July,27,5,0,4,4,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42925
City Hotel,0,178,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,183,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,70,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,89,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,223,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,164,42921,2017,July,27,5,0,4,4,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,42925
City Hotel,0,194,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,LUX,A,A,Transient,Check-Out,42925
City Hotel,0,162,42921,2017,July,27,5,0,4,4,3,0.0,0,BB,GBR,D,D,Transient,Check-Out,42925
City Hotel,0,123,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,BRA,A,D,Transient,Check-Out,42925
City Hotel,0,237,42922,2017,July,27,6,0,3,3,3,0.0,0,BB,DEU,D,D,Transient,Check-Out,42925
City Hotel,0,200,42920,2017,July,27,4,0,5,5,2,0.0,0,BB,ESP,A,A,Transient-Party,Check-Out,42925
City Hotel,0,228,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,ESP,A,D,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,ITA,A,A,Transient,Check-Out,42925
City Hotel,0,200,42920,2017,July,27,4,0,5,5,2,0.0,0,BB,ESP,A,A,Transient-Party,Check-Out,42925
City Hotel,0,181,42919,2017,July,27,3,1,5,6,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42925
City Hotel,0,180,42918,2017,July,27,2,2,5,7,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,18,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,PRT,E,E,Transient-Party,Check-Out,42925
City Hotel,0,229,42922,2017,July,27,6,0,3,3,2,1.0,0,BB,ESP,A,A,Transient,Check-Out,42925
City Hotel,0,116,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,250,42924,2017,July,27,8,0,1,1,2,0.0,0,SC,ESP,A,A,Transient,Check-Out,42925
City Hotel,0,116,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,96,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,RUS,A,A,Transient,Check-Out,42925
City Hotel,0,46,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,CHN,A,A,Transient,Check-Out,42925
City Hotel,0,19,42923,2017,July,27,7,0,2,2,2,0.0,0,BB,FRA,E,E,Transient,Check-Out,42925
City Hotel,0,225,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,155,42919,2017,July,27,3,1,5,6,1,0.0,0,BB,FIN,D,D,Transient,Check-Out,42925
City Hotel,0,236,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42925
City Hotel,0,88,42921,2017,July,27,5,0,4,4,3,0.0,0,BB,CZE,D,D,Transient,Check-Out,42925
City Hotel,0,238,42921,2017,July,27,5,0,4,4,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,237,42921,2017,July,27,5,0,4,4,1,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,192,42922,2017,July,27,6,0,3,3,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,197,42922,2017,July,27,6,0,3,3,1,0.0,0,SC,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,ITA,A,A,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,3,0.0,0,SC,ITA,A,A,Transient,Check-Out,42925
City Hotel,0,241,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,1,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,USA,D,D,Transient,Check-Out,42925
City Hotel,0,0,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,NLD,A,A,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,1,0.0,0,SC,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,123,42921,2017,July,27,5,0,4,4,2,0.0,0,BB,BEL,E,E,Transient,Check-Out,42925
City Hotel,0,95,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,ITA,A,A,Transient,Check-Out,42925
City Hotel,0,116,42922,2017,July,27,6,0,3,3,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42925
City Hotel,0,21,42923,2017,July,27,7,0,2,2,2,0.0,0,SC,FIN,A,A,Transient,Check-Out,42925
City Hotel,0,152,42924,2017,July,27,8,0,1,1,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,42925
City Hotel,0,33,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42926
City Hotel,0,216,42924,2017,July,27,8,1,1,2,2,1.0,0,HB,DNK,D,D,Transient,Check-Out,42926
City Hotel,0,157,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,USA,A,A,Transient,Check-Out,42926
City Hotel,0,175,42921,2017,July,27,5,1,4,5,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42926
City Hotel,0,162,42920,2017,July,27,4,1,5,6,3,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42926
City Hotel,0,162,42920,2017,July,27,4,1,5,6,2,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42926
City Hotel,0,95,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42926
City Hotel,0,214,42925,2017,July,28,9,1,0,1,2,0.0,0,SC,USA,A,A,Transient,Check-Out,42926
City Hotel,0,214,42925,2017,July,28,9,1,0,1,2,0.0,0,SC,USA,A,A,Transient,Check-Out,42926
City Hotel,0,102,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,ESP,A,A,Transient,Check-Out,42926
City Hotel,0,131,42923,2017,July,27,7,1,2,3,3,0.0,0,BB,DEU,E,E,Transient,Check-Out,42926
City Hotel,0,96,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,IRL,A,A,Transient,Check-Out,42926
City Hotel,0,185,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,ESP,A,A,Transient,Check-Out,42926
City Hotel,0,18,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,PRT,E,E,Transient-Party,Check-Out,42926
City Hotel,0,143,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42926
City Hotel,0,31,42925,2017,July,28,9,1,0,1,2,0.0,0,BB,POL,A,A,Transient,Check-Out,42926
City Hotel,0,96,42923,2017,July,27,7,1,2,3,1,1.0,0,SC,CHE,A,A,Transient-Party,Check-Out,42926
City Hotel,0,133,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42926
City Hotel,0,133,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,181,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42926
City Hotel,0,237,42918,2017,July,27,2,3,5,8,2,1.0,1,HB,FRA,E,E,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,221,42921,2017,July,27,5,1,4,5,2,2.0,0,BB,DEU,F,F,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,151,42925,2017,July,28,9,1,0,1,2,0.0,0,BB,NZL,E,F,Transient,Check-Out,42926
City Hotel,0,129,42922,2017,July,27,6,1,3,4,2,0.0,0,SC,CHE,A,A,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,223,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,CZE,A,D,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,321,42919,2017,July,27,3,2,5,7,2,1.0,0,BB,BEL,A,A,Transient,Check-Out,42926
City Hotel,0,99,42923,2017,July,27,7,1,2,3,3,0.0,0,BB,PRT,D,D,Transient,Check-Out,42926
City Hotel,0,132,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,20,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,NLD,A,A,Transient,Check-Out,42926
City Hotel,0,165,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient-Party,Check-Out,42926
City Hotel,0,10,42922,2017,July,27,6,1,3,4,2,1.0,0,BB,PRT,A,A,Transient,Check-Out,42926
City Hotel,0,157,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42926
City Hotel,0,158,42922,2017,July,27,6,1,3,4,2,0.0,0,BB,FRA,D,A,Transient,Check-Out,42926
City Hotel,0,165,42923,2017,July,27,7,1,2,3,3,0.0,0,SC,GBR,A,A,Transient-Party,Check-Out,42926
City Hotel,0,234,42922,2017,July,27,6,1,3,4,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42926
City Hotel,0,172,42922,2017,July,27,6,1,3,4,1,0.0,0,SC,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,171,42922,2017,July,27,6,1,3,4,2,0.0,0,SC,ITA,A,A,Transient,Check-Out,42926
City Hotel,0,0,42925,2017,July,28,9,1,0,1,2,0.0,0,SC,USA,A,A,Transient,Check-Out,42926
City Hotel,0,171,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,168,42921,2017,July,27,5,1,4,5,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,91,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,NOR,D,D,Transient,Check-Out,42926
City Hotel,0,211,42924,2017,July,27,8,1,1,2,2,0.0,0,HB,FRA,A,A,Transient,Check-Out,42926
City Hotel,0,180,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,71,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,NOR,D,D,Transient,Check-Out,42926
City Hotel,0,180,42923,2017,July,27,7,1,2,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,182,42918,2017,July,27,2,3,5,8,2,0.0,0,HB,RUS,A,A,Transient,Check-Out,42926
City Hotel,0,71,42923,2017,July,27,7,1,2,3,3,0.0,0,BB,GBR,D,D,Transient,Check-Out,42926
City Hotel,0,177,42922,2017,July,27,6,1,3,4,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42926
City Hotel,0,131,42922,2017,July,27,6,1,3,4,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42926
City Hotel,0,5,42925,2017,July,28,9,1,0,1,3,0.0,0,BB,PRT,E,E,Transient,Check-Out,42926
City Hotel,0,15,42922,2017,July,27,6,1,3,4,1,1.0,0,BB,CHN,A,A,Transient,Check-Out,42926
City Hotel,0,5,42925,2017,July,28,9,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42926
City Hotel,0,18,42922,2017,July,27,6,1,3,4,1,1.0,0,BB,PRT,A,A,Transient-Party,Check-Out,42926
City Hotel,0,122,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,BEL,A,A,Transient,Check-Out,42926
City Hotel,0,122,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,BEL,A,A,Transient,Check-Out,42926
City Hotel,0,247,42924,2017,July,27,8,1,1,2,2,0.0,0,SC,ITA,A,A,Transient,Check-Out,42926
City Hotel,0,231,42922,2017,July,27,6,1,3,4,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42926
City Hotel,0,206,42919,2017,July,27,3,2,5,7,2,0.0,0,BB,DNK,A,A,Transient,Check-Out,42926
City Hotel,0,157,42924,2017,July,27,8,1,1,2,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42926
City Hotel,0,96,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,FRA,A,A,Transient-Party,Check-Out,42926
City Hotel,0,153,42924,2017,July,27,8,1,1,2,2,1.0,0,BB,BRA,E,E,Transient,Check-Out,42926
City Hotel,0,29,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,GBR,A,A,Transient-Party,Check-Out,42926
City Hotel,0,29,42923,2017,July,27,7,1,2,3,2,0.0,0,SC,GBR,A,A,Transient-Party,Check-Out,42926
City Hotel,0,18,42922,2017,July,27,6,1,3,4,2,0.0,0,BB,PRT,A,A,Transient-Party,Check-Out,42926
City Hotel,0,29,42925,2017,July,28,9,1,0,1,2,0.0,0,SC,ESP,A,C,Transient,Check-Out,42926
City Hotel,0,65,42926,2017,July,28,10,1,1,2,2,2.0,0,BB,FRA,E,E,Transient,Check-Out,42928
City Hotel,0,152,42925,2017,July,28,9,2,0,2,2,1.0,0,BB,CHE,A,A,Transient,Check-Out,42927
City Hotel,0,34,42925,2017,July,28,9,2,0,2,3,0.0,0,BB,IND,D,D,Transient,Check-Out,42927
City Hotel,0,34,42925,2017,July,28,9,2,0,2,3,0.0,0,BB,IND,D,D,Transient,Check-Out,42927
City Hotel,0,200,42920,2017,July,27,4,2,5,7,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,56,42924,2017,July,27,8,2,1,3,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,73,42924,2017,July,27,8,2,1,3,2,0.0,0,BB,BRA,D,D,Transient,Check-Out,42927
City Hotel,0,125,42926,2017,July,28,10,1,0,1,3,0.0,0,BB,PRT,D,D,Transient,Check-Out,42927
City Hotel,0,0,42926,2017,July,28,10,1,0,1,2,0.0,0,SC,VEN,A,F,Transient,Check-Out,42927
City Hotel,0,155,42919,2017,July,27,3,3,5,8,2,0.0,0,BB,HUN,D,D,Transient,Check-Out,42927
City Hotel,0,173,42925,2017,July,28,9,2,0,2,2,0.0,0,SC,NOR,A,A,Transient,Check-Out,42927
City Hotel,0,187,42925,2017,July,28,9,2,0,2,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,169,42926,2017,July,28,10,1,0,1,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42927
City Hotel,0,175,42925,2017,July,28,9,2,0,2,2,2.0,0,BB,GBR,F,F,Transient,Check-Out,42927
City Hotel,0,158,42924,2017,July,27,8,2,1,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,0,42926,2017,July,28,10,1,0,1,1,0.0,0,SC,PRT,A,C,Transient,Check-Out,42927
City Hotel,0,187,42920,2017,July,27,4,2,5,7,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42927
City Hotel,0,89,42925,2017,July,28,9,2,0,2,2,0.0,0,SC,FIN,A,A,Transient,Check-Out,42927
City Hotel,0,153,42924,2017,July,27,8,2,1,3,2,0.0,0,BB,CHE,D,D,Transient,Check-Out,42927
City Hotel,0,19,42923,2017,July,27,7,2,2,4,2,0.0,0,BB,BRA,A,A,Transient,Check-Out,42927
City Hotel,0,153,42924,2017,July,27,8,2,1,3,3,0.0,0,BB,CHE,D,D,Transient,Check-Out,42927
City Hotel,0,75,42924,2017,July,27,8,2,1,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,28,42925,2017,July,28,9,2,0,2,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42927
City Hotel,0,75,42920,2017,July,27,4,2,5,7,2,0.0,0,BB,DEU,D,D,Transient,Check-Out,42927
City Hotel,0,179,42922,2017,July,27,6,2,3,5,3,0.0,0,BB,DEU,D,D,Transient,Check-Out,42927
City Hotel,0,81,42923,2017,July,27,7,2,2,4,2,0.0,0,SC,SWE,A,A,Transient,Check-Out,42927
City Hotel,0,80,42923,2017,July,27,7,2,2,4,3,2.0,0,BB,ESP,G,G,Transient,Check-Out,42927
City Hotel,0,222,42923,2017,July,27,7,2,2,4,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,131,42922,2017,July,27,6,2,3,5,1,0.0,0,SC,GBR,A,A,Transient-Party,Check-Out,42927
City Hotel,0,131,42922,2017,July,27,6,2,3,5,2,0.0,0,SC,GBR,A,A,Transient-Party,Check-Out,42927
City Hotel,0,290,42919,2017,July,27,3,3,5,8,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,290,42919,2017,July,27,3,3,5,8,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,170,42924,2017,July,27,8,2,1,3,2,0.0,0,BB,NOR,D,A,Transient-Party,Check-Out,42927
City Hotel,0,171,42924,2017,July,27,8,2,1,3,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,42927
City Hotel,0,170,42924,2017,July,27,8,2,1,3,3,0.0,0,SC,NOR,A,A,Transient-Party,Check-Out,42927
City Hotel,0,281,42922,2017,July,27,6,2,3,5,2,0.0,0,BB,NLD,A,A,Transient,Check-Out,42927
City Hotel,0,246,42926,2017,July,28,10,1,0,1,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,166,42924,2017,July,27,8,2,1,3,3,0.0,0,BB,AUT,D,D,Transient,Check-Out,42927
City Hotel,0,206,42925,2017,July,28,9,2,0,2,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42927
City Hotel,0,98,42925,2017,July,28,9,2,0,2,1,1.0,0,BB,CHE,D,D,Transient-Party,Check-Out,42927
City Hotel,0,180,42920,2017,July,27,4,2,5,7,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,1,42926,2017,July,28,10,1,0,1,2,3.0,0,BB,USA,G,G,Transient,Check-Out,42927
City Hotel,0,115,42922,2017,July,27,6,2,3,5,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42927
City Hotel,0,263,42922,2017,July,27,6,2,3,5,2,1.0,0,HB,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,187,42923,2017,July,27,7,2,2,4,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,49,42924,2017,July,27,8,2,1,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42927
City Hotel,0,76,42925,2017,July,28,9,2,0,2,3,0.0,0,BB,FRA,E,E,Transient,Check-Out,42927
